,Identified_Event_Name,Best_Hit,Original_Source,is_best_hit_unique,Event_ID,Top_10_Wikipedia_Pages
1391,Tropical Storm Alex (2022),https://en.wikipedia.org/wiki/Tropical_Storm_Alex_(2022),https://en.wikipedia.org/wiki/Tropical_Storm_Alex_(2022),True,1907,"['https://en.wikipedia.org/wiki/Tropical_Storm_Alex_(2022)', 'https://en.wikipedia.org/wiki/2022_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/2022_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/2024_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Timeline_of_the_2022_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Agatha', 'https://en.wikipedia.org/wiki/2023_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Tropical_cyclone', 'https://en.wikipedia.org/wiki/Hurricane_Helene']"
1392,Miami Hurricane (1926),https://en.wikipedia.org/wiki/1926_Miami_hurricane,https://en.wikipedia.org/wiki/List_of_Florida_hurricanes_(1900%E2%80%931949),False,3539,"['https://en.wikipedia.org/wiki/1926_Miami_hurricane', 'https://en.wikipedia.org/wiki/Miami_Hurricanes_football', 'https://en.wikipedia.org/wiki/Miami_Hurricanes', 'https://en.wikipedia.org/wiki/1926_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1926_Miami_Hurricanes_football_team', 'https://en.wikipedia.org/wiki/Hurricane_Andrew', 'https://en.wikipedia.org/wiki/1928_Okeechobee_hurricane']"
1394,Tropical Storm Bret (2017),https://en.wikipedia.org/wiki/Tropical_Storm_Bret_(2017),https://en.wikipedia.org/wiki/Tropical_Storm_Bret_(2017),True,1909,"['https://en.wikipedia.org/wiki/Tropical_Storm_Bret_(2017)', 'https://en.wikipedia.org/wiki/Tropical_Storm_Bret_(2023)', 'https://en.wikipedia.org/wiki/Tropical_Storm_Bret_(1993)', 'https://en.wikipedia.org/wiki/2017_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Bret', 'https://en.wikipedia.org/wiki/2023_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Tropical_Storm_Kirk_(2018)', 'https://en.wikipedia.org/wiki/2017_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/2005_Atlantic_hurricane_season']"
1395,Labor Day Hurricane (1935),https://en.wikipedia.org/wiki/1935_Labor_Day_hurricane,https://en.wikipedia.org/wiki/List_of_Florida_hurricanes_(1900%E2%80%931949),True,3539,"['https://en.wikipedia.org/wiki/1935_Labor_Day_hurricane', 'https://en.wikipedia.org/wiki/1935_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Camille', 'https://en.wikipedia.org/wiki/Florida_East_Coast_Railway', 'https://en.wikipedia.org/wiki/Hurricane_Andrew', 'https://en.wikipedia.org/wiki/Effects_of_Hurricane_Ian_in_Florida', 'https://en.wikipedia.org/wiki/Florida_Keys', 'https://en.wikipedia.org/wiki/Turtle_in_Paradise', 'https://en.wikipedia.org/wiki/Storm_of_the_Century_(disambiguation)']"
1396,Bridge Creek–Moore Tornado (1999),https://en.wikipedia.org/wiki/1999_Bridge_Creek%E2%80%93Moore_tornado,https://en.wikipedia.org/wiki/Tornadoes_of_1999,True,5029,"['https://en.wikipedia.org/wiki/1999_Bridge_Creek%E2%80%93Moore_tornado', 'https://en.wikipedia.org/wiki/2013_Moore_tornado', 'https://en.wikipedia.org/wiki/1997_Jarrell_tornado', 'https://en.wikipedia.org/wiki/2013_El_Reno_tornado', 'https://en.wikipedia.org/wiki/Moore,_Oklahoma_tornado', 'https://en.wikipedia.org/wiki/Reed_Timmer', 'https://en.wikipedia.org/wiki/2011_El_Reno%E2%80%93Piedmont_tornado', 'https://en.wikipedia.org/wiki/Multiple-vortex_tornado', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_May_4%E2%80%936,_2007', 'https://en.wikipedia.org/wiki/Tornado_records']"
1398,Eastern Cape Tornado (1999),https://en.wikipedia.org/wiki/1999_Oklahoma_tornado_outbreak,https://en.wikipedia.org/wiki/Tornadoes_of_1999,False,5029,"['https://en.wikipedia.org/wiki/1999_Oklahoma_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornadoes_of_1999', 'https://en.wikipedia.org/wiki/1997_Jarrell_tornado', 'https://en.wikipedia.org/wiki/2013_El_Reno_tornado', 'https://en.wikipedia.org/wiki/Tri-State_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_January_21%E2%80%9323,_1999', 'https://en.wikipedia.org/wiki/Tornado', 'https://en.wikipedia.org/wiki/2013_Moore_tornado', 'https://en.wikipedia.org/wiki/2011_Tuscaloosa%E2%80%93Birmingham_tornado', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_May_4%E2%80%936,_2007']"
1399,Louisiana Tornado Outbreak (1999),https://en.wikipedia.org/wiki/Tornado_records,https://en.wikipedia.org/wiki/Tornadoes_of_1999,False,5029,"['https://en.wikipedia.org/wiki/Tornado_records', 'https://en.wikipedia.org/wiki/Hurricane_Ida_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tri-State_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_January_21%E2%80%9323,_1999', 'https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States', 'https://en.wikipedia.org/wiki/1974_Super_Outbreak', 'https://en.wikipedia.org/wiki/Tornado_outbreak_sequence_of_May_21%E2%80%9326,_2011']"
1400,Oklahoma Tornado Outbreak (1999),https://en.wikipedia.org/wiki/1999_Oklahoma_tornado_outbreak,https://en.wikipedia.org/wiki/Tornadoes_of_1999,False,5029,"['https://en.wikipedia.org/wiki/1999_Oklahoma_tornado_outbreak', 'https://en.wikipedia.org/wiki/1999_Bridge_Creek%E2%80%93Moore_tornado', 'https://en.wikipedia.org/wiki/Tornado_records', 'https://en.wikipedia.org/wiki/Satellite_tornado', 'https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States', 'https://en.wikipedia.org/wiki/Oklahoma_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_May_4%E2%80%936,_2007', 'https://en.wikipedia.org/wiki/1991_Andover_tornado_outbreak']"
1401,Tornado Outbreak (1999),https://en.wikipedia.org/wiki/1999_Oklahoma_tornado_outbreak,https://en.wikipedia.org/wiki/Tornadoes_of_1999,False,5029,"['https://en.wikipedia.org/wiki/1999_Oklahoma_tornado_outbreak', 'https://en.wikipedia.org/wiki/1999_Bridge_Creek%E2%80%93Moore_tornado', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_January_21%E2%80%9323,_1999', 'https://en.wikipedia.org/wiki/Tornado_records', 'https://en.wikipedia.org/wiki/Lists_of_tornadoes_and_tornado_outbreaks', 'https://en.wikipedia.org/wiki/1974_Super_Outbreak', 'https://en.wikipedia.org/wiki/Tri-State_tornado_outbreak', 'https://en.wikipedia.org/wiki/1965_Palm_Sunday_tornado_outbreak']"
1403,Salt Lake City Tornado (1999),https://en.wikipedia.org/wiki/1999_Salt_Lake_City_tornado,https://en.wikipedia.org/wiki/Tornadoes_of_1999,True,5029,"['https://en.wikipedia.org/wiki/1999_Salt_Lake_City_tornado', 'https://en.wikipedia.org/wiki/Salt_Lake_Temple', 'https://en.wikipedia.org/wiki/Salt_Lake_City', 'https://en.wikipedia.org/wiki/Climate_of_Salt_Lake_City', 'https://en.wikipedia.org/wiki/Delta_Center', 'https://en.wikipedia.org/wiki/Tornadoes_of_1999', 'https://en.wikipedia.org/wiki/Tornado_records', 'https://en.wikipedia.org/wiki/Tornado']"
1404,South Africa Tornado Outbreak (1999),https://en.wikipedia.org/wiki/Tornadoes_of_1999,https://en.wikipedia.org/wiki/Tornadoes_of_1999,False,5029,"['https://en.wikipedia.org/wiki/Tornadoes_of_1999', 'https://en.wikipedia.org/wiki/Lists_of_tornadoes_and_tornado_outbreaks', 'https://en.wikipedia.org/wiki/Tornado_climatology', 'https://en.wikipedia.org/wiki/1999_Manenberg_tornado', 'https://en.wikipedia.org/wiki/Tornado', 'https://en.wikipedia.org/wiki/Outline_of_tornadoes', 'https://en.wikipedia.org/wiki/Tornadoes_of_2007', 'https://en.wikipedia.org/wiki/Tornadoes_of_1998']"
1405,Hurricane Abby (1960),https://en.wikipedia.org/wiki/Hurricane_Abby_(1960),https://en.wikipedia.org/wiki/Hurricanes_Abby_and_Celeste,True,3541,"['https://en.wikipedia.org/wiki/Hurricane_Abby_(1960)', 'https://en.wikipedia.org/wiki/1960_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Donna', 'https://en.wikipedia.org/wiki/Hurricane_Anna_(1961)', 'https://en.wikipedia.org/wiki/1960_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/1964_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Charley']"
1406,Hurricane Rita (2005),https://en.wikipedia.org/wiki/Hurricane_Rita,https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season,True,3535,"['https://en.wikipedia.org/wiki/Hurricane_Rita', 'https://en.wikipedia.org/wiki/Hurricane_Rita_evacuation', 'https://en.wikipedia.org/wiki/Hurricane_Katrina', 'https://en.wikipedia.org/wiki/2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Rita_tornado_outbreak', 'https://en.wikipedia.org/wiki/The_Hurricane_Rainband_and_Intensity_Change_Experiment', 'https://en.wikipedia.org/wiki/Hurricane_Wilma', 'https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season']"
1412,Hurricane Emily (2005),https://en.wikipedia.org/wiki/Hurricane_Emily_(2005),https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season,True,3535,"['https://en.wikipedia.org/wiki/Hurricane_Emily_(2005)', 'https://en.wikipedia.org/wiki/2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Katrina', 'https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Allen', 'https://en.wikipedia.org/wiki/Hurricane_Dennis', 'https://en.wikipedia.org/wiki/Hurricane_Beryl']"
1413,Hurricane Ophelia (2005),https://en.wikipedia.org/wiki/Hurricane_Ophelia_(2005),https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season,True,3535,"['https://en.wikipedia.org/wiki/Hurricane_Ophelia_(2005)', 'https://en.wikipedia.org/wiki/Hurricane_Ophelia_(2017)', 'https://en.wikipedia.org/wiki/2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/The_Hurricane_Rainband_and_Intensity_Change_Experiment', 'https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/2017_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Nate_(2005)']"
1415,Hurricane Maria (2005),https://en.wikipedia.org/wiki/2005_Atlantic_hurricane_season,https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season,True,3535,"['https://en.wikipedia.org/wiki/2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Maria', 'https://en.wikipedia.org/wiki/Hurricane_Katrina', 'https://en.wikipedia.org/wiki/Hurricane_Wilma', 'https://en.wikipedia.org/wiki/Hurricane_Nate_(2005)', 'https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Meteorological_history_of_Hurricane_Maria', 'https://en.wikipedia.org/wiki/Hurricane_Maria_death_toll_controversy']"
1416,Hurricane Epsilon (2005),https://en.wikipedia.org/wiki/Hurricane_Epsilon_(2005),https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season,True,3535,"['https://en.wikipedia.org/wiki/Hurricane_Epsilon_(2005)', 'https://en.wikipedia.org/wiki/2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Epsilon_(2020)', 'https://en.wikipedia.org/wiki/Epsilon_(disambiguation)', 'https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/2020_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Tropical_cyclones_in_2005', 'https://en.wikipedia.org/wiki/Hurricane_Kate_(2015)']"
1417,Hurricane Zeta (2005),https://en.wikipedia.org/wiki/Hurricane_Zeta,https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season,False,3535,"['https://en.wikipedia.org/wiki/Hurricane_Zeta', 'https://en.wikipedia.org/wiki/Tropical_Storm_Zeta_(2005)', 'https://en.wikipedia.org/wiki/2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Timeline_of_the_2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/2020_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Saffir%E2%80%93Simpson_scale', 'https://en.wikipedia.org/wiki/Hurricane_Epsilon_(2005)']"
1418,Nova Scotia Hurricane (1927),https://en.wikipedia.org/wiki/1927_Nova_Scotia_hurricane,https://en.wikipedia.org/wiki/1927_Nova_Scotia_hurricane,True,3542,"['https://en.wikipedia.org/wiki/1927_Nova_Scotia_hurricane', 'https://en.wikipedia.org/wiki/1926_Nova_Scotia_hurricane', 'https://en.wikipedia.org/wiki/1927_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Nova_Scotia', 'https://en.wikipedia.org/wiki/1927', 'https://en.wikipedia.org/wiki/1937_Atlantic_hurricane_season']"
1419,Hurricane Kenna (2002),https://en.wikipedia.org/wiki/Hurricane_Kenna,https://en.wikipedia.org/wiki/Hurricane_Fausto_(2002),True,1908,"['https://en.wikipedia.org/wiki/Hurricane_Kenna', 'https://en.wikipedia.org/wiki/Hurricane_Patricia', 'https://en.wikipedia.org/wiki/Hurricane_Otis', 'https://en.wikipedia.org/wiki/2002_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/Timeline_of_the_2002_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Lidia_(2023)', 'https://en.wikipedia.org/wiki/Hurricane_Hernan_(2002)']"
1420,Hurricane Alma (2002),https://en.wikipedia.org/wiki/2002_Pacific_hurricane_season,https://en.wikipedia.org/wiki/Hurricane_Fausto_(2002),False,1908,"['https://en.wikipedia.org/wiki/2002_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/Saffir%E2%80%93Simpson_scale', 'https://en.wikipedia.org/wiki/1974_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Timeline_of_the_2002_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/1996_Pacific_hurricane_season']"
1422,Tropical Storm Julio (2002),https://en.wikipedia.org/wiki/2002_Pacific_hurricane_season,https://en.wikipedia.org/wiki/Hurricane_Fausto_(2002),False,1908,"['https://en.wikipedia.org/wiki/2002_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/2020_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Otis', 'https://en.wikipedia.org/wiki/2020_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2008_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/2004_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Timeline_of_the_2002_Pacific_hurricane_season']"
1424,Hurricane Fausto (2002),https://en.wikipedia.org/wiki/2002_Pacific_hurricane_season,https://en.wikipedia.org/wiki/Hurricane_Fausto_(2002),False,1908,"['https://en.wikipedia.org/wiki/2002_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/Timeline_of_the_2002_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/2008_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/1996_Pacific_hurricane_season']"
1425,Great Malvern Tornado (1761),https://en.wikipedia.org/wiki/Great_Malvern_tornado_of_1761,https://en.wikipedia.org/wiki/Great_Malvern_tornado_of_1761,True,5040,"['https://en.wikipedia.org/wiki/Great_Malvern_tornado_of_1761', 'https://en.wikipedia.org/wiki/Great_Malvern', 'https://en.wikipedia.org/wiki/1981_United_Kingdom_tornado_outbreak', 'https://en.wikipedia.org/wiki/1913_United_Kingdom_tornado_outbreak', 'https://en.wikipedia.org/wiki/1761_in_Great_Britain']"
1426,Typhoon Songda (2016),https://en.wikipedia.org/wiki/Typhoon_Songda_(2016),https://en.wikipedia.org/wiki/Typhoon_Songda_(2016),False,1910,"['https://en.wikipedia.org/wiki/Typhoon_Songda_(2016)', 'https://en.wikipedia.org/wiki/Typhoon_Songda_(2004)', 'https://en.wikipedia.org/wiki/2016_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Doksuri', 'https://en.wikipedia.org/wiki/2022_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2017_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2011_Pacific_typhoon_season']"
1427,Ides October Storm (2016),https://en.wikipedia.org/wiki/Typhoon_Songda_(2016),https://en.wikipedia.org/wiki/Typhoon_Songda_(2016),False,1910,"['https://en.wikipedia.org/wiki/Typhoon_Songda_(2016)', 'https://en.wikipedia.org/wiki/October_Storm', 'https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments', 'https://en.wikipedia.org/wiki/JetBrains', 'https://en.wikipedia.org/wiki/Jim_Peterik', 'https://en.wikipedia.org/wiki/George_Clooney_filmography', 'https://en.wikipedia.org/wiki/IntelliJ_IDEA', 'https://en.wikipedia.org/wiki/Node.js', 'https://en.wikipedia.org/wiki/Jennifer_Ehle', 'https://en.wikipedia.org/wiki/George_Clooney']"
1428,Tropical Storm Mirinae (2016),https://en.wikipedia.org/wiki/Tropical_Storm_Mirinae_(2016),https://en.wikipedia.org/wiki/Tropical_Storm_Mirinae_(2016),True,1912,"['https://en.wikipedia.org/wiki/Tropical_Storm_Mirinae_(2016)', 'https://en.wikipedia.org/wiki/2016_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Tropical_Storm_Koni', 'https://en.wikipedia.org/wiki/2009_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2021_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Mirinae_(2009)', 'https://en.wikipedia.org/wiki/Tropical_Storm_Nangka_(2020)', 'https://en.wikipedia.org/wiki/Tropical_cyclone_naming', 'https://en.wikipedia.org/wiki/Tropical_cyclones_in_Vietnam']"
1429,Cedar Keys Hurricane (1896),https://en.wikipedia.org/wiki/1896_Cedar_Keys_hurricane,https://en.wikipedia.org/wiki/1896_Cedar_Keys_hurricane,True,3543,"['https://en.wikipedia.org/wiki/1896_Cedar_Keys_hurricane', 'https://en.wikipedia.org/wiki/Cedar_Key,_Florida', 'https://en.wikipedia.org/wiki/Hurricane_Idalia', 'https://en.wikipedia.org/wiki/Hurricane_Debby_(2024)', 'https://en.wikipedia.org/wiki/Atsena_Otie_Key', 'https://en.wikipedia.org/wiki/Eberhard_Faber', 'https://en.wikipedia.org/wiki/Big_Bend_Coast', 'https://en.wikipedia.org/wiki/1896_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Cedar_Key_Historical_Museum']"
1431,Tropical Storm Danas (2019),https://en.wikipedia.org/wiki/Tropical_Storm_Danas_(2019),https://en.wikipedia.org/wiki/Tropical_Storm_Danas_(2019),True,1913,"['https://en.wikipedia.org/wiki/Tropical_Storm_Danas_(2019)', 'https://en.wikipedia.org/wiki/2019_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2024_North_Indian_Ocean_cyclone_season', 'https://en.wikipedia.org/wiki/Typhoon_Danas_(2001)', 'https://en.wikipedia.org/wiki/2013_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Hurricane_Michael', 'https://en.wikipedia.org/wiki/2001_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Tropical_cyclones_in_2019']"
1432,Hurricane San Roque (1893),https://en.wikipedia.org/wiki/1893_San_Roque_hurricane,https://en.wikipedia.org/wiki/1893_San_Roque_hurricane,True,3544,"['https://en.wikipedia.org/wiki/1893_San_Roque_hurricane', 'https://en.wikipedia.org/wiki/1893_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1899_San_Ciriaco_hurricane', 'https://en.wikipedia.org/wiki/Hurricane_Fiona', 'https://en.wikipedia.org/wiki/Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Maria_death_toll_controversy', 'https://en.wikipedia.org/wiki/1961_Atlantic_hurricane_season']"
1434,Tri-State Tornado (1925),https://en.wikipedia.org/wiki/Tri-State_tornado_outbreak,https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States,False,5033,"['https://en.wikipedia.org/wiki/Tri-State_tornado_outbreak', 'https://en.wikipedia.org/wiki/2021_Tri-State_tornado', 'https://en.wikipedia.org/wiki/Tornado_records', 'https://en.wikipedia.org/wiki/Tri-state', 'https://en.wikipedia.org/wiki/Tornado_family', 'https://en.wikipedia.org/wiki/2021_Western_Kentucky_tornado', 'https://en.wikipedia.org/wiki/Southern_Illinois_tornado_history', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_December_10%E2%80%9311,_2021', 'https://en.wikipedia.org/wiki/1936_Tupelo%E2%80%93Gainesville_tornado_outbreak']"
1436,Palm Sunday Tornado Outbreak (1965),https://en.wikipedia.org/wiki/1965_Palm_Sunday_tornado_outbreak,https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States,False,5033,"['https://en.wikipedia.org/wiki/1965_Palm_Sunday_tornado_outbreak', 'https://en.wikipedia.org/wiki/1994_Palm_Sunday_tornado_outbreak', 'https://en.wikipedia.org/wiki/1920_Palm_Sunday_tornado_outbreak', 'https://en.wikipedia.org/wiki/Palm_Sunday_tornado_outbreak', 'https://en.wikipedia.org/wiki/Early_May_1965_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_records', 'https://en.wikipedia.org/wiki/Tornadoes_of_1965']"
1437,Super Tuesday Tornado Outbreak (2008),https://en.wikipedia.org/wiki/2008_Super_Tuesday_tornado_outbreak,https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States,False,5033,"['https://en.wikipedia.org/wiki/2008_Super_Tuesday_tornado_outbreak', 'https://en.wikipedia.org/wiki/Super_Tuesday,_2008', 'https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_April_14%E2%80%9316,_2011', 'https://en.wikipedia.org/wiki/Tornado_records', 'https://en.wikipedia.org/wiki/Dixie_Alley', 'https://en.wikipedia.org/wiki/2020_Nashville_tornado_outbreak']"
1438,Worcester Tornado (1953),https://en.wikipedia.org/wiki/1953_Worcester_tornado,https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States,True,5033,"['https://en.wikipedia.org/wiki/1953_Worcester_tornado', 'https://en.wikipedia.org/wiki/Flint%E2%80%93Worcester_tornado_outbreak_sequence', 'https://en.wikipedia.org/wiki/1953_Flint%E2%80%93Beecher_tornado', 'https://en.wikipedia.org/wiki/Worcester_Tornadoes', 'https://en.wikipedia.org/wiki/1953_Waco_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornadoes_of_1953', 'https://en.wikipedia.org/wiki/Outline_of_tornadoes', 'https://en.wikipedia.org/wiki/Tornadoes_in_New_England', 'https://en.wikipedia.org/wiki/Tornado_records']"
1439,Kissimmee Tornado Outbreak (1998),https://en.wikipedia.org/wiki/1998_Kissimmee_tornado_outbreak,https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States,False,5033,"['https://en.wikipedia.org/wiki/1998_Kissimmee_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_records', 'https://en.wikipedia.org/wiki/1998_Gainesville%E2%80%93Stoneville_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States', 'https://en.wikipedia.org/wiki/Kissimmee,_Florida', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_April_4%E2%80%935,_1966', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_January_21%E2%80%9323,_2017']"
1440,Super Outbreak (2011),https://en.wikipedia.org/wiki/2011_Super_Outbreak,https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States,False,5033,"['https://en.wikipedia.org/wiki/2011_Super_Outbreak', 'https://en.wikipedia.org/wiki/1974_Super_Outbreak', 'https://en.wikipedia.org/wiki/2011_Rainsville_tornado', 'https://en.wikipedia.org/wiki/Tornado_outbreak_sequence_of_May_21%E2%80%9326,_2011', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_April_14%E2%80%9316,_2011', 'https://en.wikipedia.org/wiki/2011_Hackleburg%E2%80%93Phil_Campbell_tornado', 'https://en.wikipedia.org/wiki/2011_Tuscaloosa%E2%80%93Birmingham_tornado', 'https://en.wikipedia.org/wiki/Tornado_outbreak']"
1441,Super Outbreak (1974),https://en.wikipedia.org/wiki/1974_Super_Outbreak,https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States,False,5033,"['https://en.wikipedia.org/wiki/1974_Super_Outbreak', 'https://en.wikipedia.org/wiki/1974_Xenia_tornado', 'https://en.wikipedia.org/wiki/2011_Super_Outbreak', 'https://en.wikipedia.org/wiki/Tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_records', 'https://en.wikipedia.org/wiki/2008_Super_Tuesday_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_March_31_%E2%80%93_April_1,_2023']"
1442,Central Florida Tornadoes (2007),https://en.wikipedia.org/wiki/2007_Groundhog_Day_tornado_outbreak,https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States,False,5033,"['https://en.wikipedia.org/wiki/2007_Groundhog_Day_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornadoes_in_the_United_States', 'https://en.wikipedia.org/wiki/Tornado_Alley', 'https://en.wikipedia.org/wiki/Tornadoes_of_2007', 'https://en.wikipedia.org/wiki/Climate_of_Florida', 'https://en.wikipedia.org/wiki/1998_Kissimmee_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_May_4%E2%80%936,_2007', 'https://en.wikipedia.org/wiki/Tornado_climatology', 'https://en.wikipedia.org/wiki/Hurricane_Debby_(2024)']"
1444,"Tornado Outbreak May 1–2, (1950)","https://en.wikipedia.org/wiki/Tornado_outbreak_sequence_of_May_25_%E2%80%93_June_1,_1917",https://en.wikipedia.org/wiki/Tornadoes_of_1950,False,5031,"['https://en.wikipedia.org/wiki/Tornado_outbreak_sequence_of_May_25_%E2%80%93_June_1,_1917', 'https://en.wikipedia.org/wiki/Early_May_1965_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_records', 'https://en.wikipedia.org/wiki/Tornadoes_of_2023', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_March_31_%E2%80%93_April_1,_2023', 'https://en.wikipedia.org/wiki/Tornado_outbreak_sequence_of_May_21%E2%80%9326,_2011', 'https://en.wikipedia.org/wiki/Tri-State_tornado_outbreak', 'https://en.wikipedia.org/wiki/2011_Super_Outbreak']"
